Season,Lg,ORtg,DRtg,Playoffs,id,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,NBA,104.3,109.4,No,319,CLE,24.0,58.0,5.0,24.1,6-6,216.0,82.0,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5
2011-12,NBA,101.1,108.9,No,320,CLE,21.0,45.0,5.0,26.0,6-6,215.0,66.0,241.9,34.3,81.2,0.422,6.7,19.3,0.346,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,93.0
2010-11,NBA,102.2,111.8,No,321,CLE,19.0,63.0,5.0,26.6,6-6,215.0,82.0,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29.0,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5
2009-10,NBA,111.2,104.1,Yes,322,CLE,61.0,21.0,1.0,28.0,6-7,224.0,82.0,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1
2008-09,NBA,112.4,102.4,Yes,323,CLE,66.0,16.0,1.0,26.6,6-7,218.0,82.0,241.2,36.9,78.7,0.468,8.0,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3
2007-08,NBA,106.0,106.4,Yes,324,CLE,45.0,37.0,2.0,27.1,6-7,219.0,82.0,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.463,18.0,25.1,0.717,13.3,31.3,44.6,20.0,7.1,5.2,14.0,20.9,96.4
2006-07,NBA,105.5,101.3,Yes,325,CLE,50.0,32.0,2.0,26.9,6-7,216.0,82.0,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8
2005-06,NBA,107.8,105.4,Yes,326,CLE,50.0,32.0,2.0,27.1,6-7,216.0,82.0,241.8,35.5,78.2,0.454,6.1,17.9,0.339,29.4,60.3,0.487,20.6,28.3,0.729,11.7,30.6,42.3,19.0,6.9,4.8,13.9,21.1,97.6
2004-05,NBA,106.6,105.7,No,327,CLE,42.0,40.0,4.0,26.5,6-8,224.0,82.0,242.1,36.5,81.5,0.447,3.7,11.0,0.332,32.8,70.5,0.465,19.9,26.5,0.752,13.6,28.7,42.3,22.6,8.0,5.6,13.9,22.6,96.5
2003-04,NBA,101.4,104.2,No,328,CLE,35.0,47.0,5.0,24.9,6-8,229.0,82.0,242.1,35.6,82.4,0.433,3.0,9.6,0.314,32.6,72.8,0.448,18.6,24.8,0.753,13.6,31.9,45.6,22.0,7.1,6.5,14.8,21.3,92.9
2002-03,NBA,96.5,106.7,No,329,CLE,17.0,65.0,8.0,23.5,6-7,221.0,82.0,241.8,34.8,82.3,0.422,3.6,10.9,0.327,31.2,71.3,0.437,18.3,24.5,0.747,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4
2001-02,NBA,104.6,108.2,No,330,CLE,29.0,53.0,7.0,26.0,6-7,220.0,82.0,242.1,36.0,80.3,0.448,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,95.3
2000-01,NBA,100.3,104.9,No,331,CLE,30.0,52.0,6.0,26.9,6-6,225.0,82.0,241.8,35.2,79.7,0.442,2.7,8.0,0.334,32.6,71.6,0.455,19.0,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2
1999-00,NBA,100.4,104.0,No,332,CLE,32.0,50.0,6.0,27.2,6-6,215.0,82.0,242.1,36.3,82.1,0.442,4.2,11.2,0.373,32.1,70.9,0.453,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0
1998-99,NBA,99.6,101.6,No,333,CLE,22.0,28.0,7.0,26.7,6-6,210.0,50.0,241.0,31.2,71.2,0.439,3.6,10.7,0.341,27.6,60.5,0.456,20.3,27.1,0.749,9.4,26.3,35.8,21.9,9.0,4.1,15.7,24.2,86.4
1997-98,NBA,102.1,99.1,Yes,334,CLE,47.0,35.0,5.0,24.6,6-7,213.0,82.0,241.8,34.4,75.7,0.454,3.6,9.8,0.372,30.7,65.9,0.466,20.2,26.7,0.756,11.6,28.4,40.1,23.1,9.9,5.1,17.3,23.6,92.5
1996-97,NBA,104.6,102.4,No,335,CLE,42.0,40.0,5.0,26.7,6-6,217.0,82.0,242.1,33.0,72.8,0.453,5.9,15.7,0.376,27.1,57.2,0.474,15.6,21.6,0.723,11.1,26.3,37.4,20.9,8.0,3.8,14.5,23.0,87.5
1995-96,NBA,109.9,106.7,Yes,336,CLE,47.0,35.0,3.0,27.5,6-6,213.0,82.0,241.8,33.7,73.1,0.46,7.3,19.3,0.377,26.4,53.9,0.49,16.5,21.6,0.763,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5,91.1
1994-95,NBA,105.3,104.6,Yes,337,CLE,43.0,39.0,4.0,28.3,6-6,211.0,82.0,243.0,33.6,76.3,0.441,4.9,12.6,0.385,28.8,63.7,0.452,18.4,24.2,0.76,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5
1993-94,NBA,109.4,105.1,Yes,338,CLE,47.0,35.0,4.0,27.9,6-6,205.0,82.0,242.1,38.2,82.1,0.465,3.6,9.9,0.362,34.6,72.2,0.48,21.2,27.5,0.77,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2
1992-93,NBA,112.7,106.0,Yes,339,CLE,54.0,28.0,2.0,28.8,6-6,202.0,82.0,241.8,41.8,84.0,0.497,3.5,9.0,0.381,38.3,74.9,0.511,20.7,25.8,0.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7
1991-92,NBA,113.9,108.2,Yes,340,CLE,57.0,25.0,2.0,27.6,6-6,202.0,82.0,241.5,41.8,85.7,0.488,3.1,8.6,0.357,38.7,77.0,0.502,22.2,27.5,0.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9
1990-91,NBA,106.1,108.7,No,341,CLE,33.0,49.0,6.0,26.8,6-7,205.0,82.0,241.8,39.7,83.6,0.475,2.0,5.8,0.334,37.8,77.8,0.486,20.3,26.5,0.765,12.3,28.4,40.7,27.3,7.8,5.5,15.6,20.4,101.7
1989-90,NBA,106.9,107.2,Yes,342,CLE,42.0,40.0,4.0,26.1,6-7,201.0,82.0,242.4,39.2,85.1,0.461,4.2,10.4,0.407,35.0,74.7,0.468,20.0,26.8,0.744,13.8,29.0,42.8,25.7,7.9,6.2,15.2,20.3,102.6
1988-89,NBA,110.6,102.9,Yes,343,CLE,57.0,25.0,2.0,26.1,6-7,203.0,82.0,240.9,42.3,84.2,0.502,2.1,5.8,0.359,40.2,78.4,0.513,22.2,29.7,0.747,12.6,30.2,42.8,27.6,9.6,7.1,16.1,19.4,108.8
1987-88,NBA,106.8,106.0,Yes,344,CLE,42.0,40.0,5.0,24.6,6-7,205.0,82.0,241.2,40.4,82.4,0.49,1.5,4.1,0.378,38.9,78.3,0.496,22.1,29.7,0.744,12.4,27.9,40.3,25.2,8.9,6.4,17.5,22.4,104.5
1986-87,NBA,102.6,106.4,No,345,CLE,31.0,51.0,6.0,24.6,6-7,208.0,82.0,240.9,40.8,86.9,0.47,1.0,4.1,0.24,39.9,82.7,0.482,21.7,31.1,0.697,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4
1985-86,NBA,105.5,108.3,No,346,CLE,29.0,53.0,5.0,27.0,6-6,208.0,82.0,241.2,42.4,88.3,0.48,1.6,4.8,0.338,40.8,83.5,0.489,21.3,28.4,0.752,13.2,29.9,43.2,25.2,7.6,5.3,17.2,27.6,107.8
1984-85,NBA,106.0,108.7,Yes,347,CLE,36.0,46.0,4.0,26.6,6-6,208.0,82.0,241.2,42.3,89.8,0.471,1.2,4.1,0.287,41.1,85.7,0.48,22.8,30.4,0.749,14.7,29.8,44.5,25.6,7.6,5.8,16.9,26.5,108.6
1983-84,NBA,104.1,108.5,No,348,CLE,28.0,54.0,4.0,25.4,6-6,207.0,82.0,242.1,41.0,88.2,0.465,0.5,2.0,0.262,40.5,86.2,0.47,19.7,26.6,0.743,14.8,29.1,43.9,23.5,7.7,4.6,16.2,26.9,102.3
1982-83,NBA,99.2,106.8,No,349,CLE,23.0,59.0,5.0,26.4,6-6,205.0,82.0,240.9,39.7,85.3,0.465,0.4,1.5,0.25,39.3,83.8,0.469,17.4,24.2,0.721,14.3,29.4,43.7,21.2,7.5,3.5,18.8,27.3,97.1
1981-82,NBA,103.3,111.8,No,350,CLE,15.0,67.0,6.0,26.1,6-6,205.0,82.0,241.5,41.5,89.4,0.464,0.3,1.7,0.182,41.2,87.8,0.47,19.9,26.6,0.747,14.5,26.5,41.0,22.8,7.7,4.4,16.1,26.7,103.2
1980-81,NBA,104.3,109.1,No,351,CLE,28.0,54.0,5.0,25.7,6-6,209.0,82.0,241.2,43.4,92.8,0.467,0.9,3.0,0.289,42.5,89.8,0.473,18.1,23.3,0.778,15.3,27.4,42.7,24.5,7.7,3.9,17.0,24.3,105.7
1979-80,NBA,106.7,106.4,No,352,CLE,37.0,45.0,5.0,27.4,6-5,204.0,82.0,243.0,46.5,98.1,0.474,0.4,2.3,0.193,46.0,95.8,0.481,20.8,26.9,0.772,15.9,29.0,45.0,25.7,9.3,4.2,16.7,23.6,114.1
2024-25,NBA,114.8,116.0,No,362,DAL,39.0,43.0,3.0,27.5,6-6,217.0,82.0,240.6,42.0,87.7,0.479,12.4,34.2,0.364,29.5,53.6,0.552,17.8,23.1,0.77,10.1,33.0,43.0,25.2,7.8,5.4,14.0,17.8,114.2
2023-24,NBA,117.6,115.4,Yes,363,DAL,50.0,32.0,1.0,26.5,6-6,217.0,82.0,240.3,43.1,89.7,0.481,14.6,39.5,0.369,28.5,50.1,0.569,17.0,22.5,0.758,9.7,33.2,42.9,25.7,6.9,5.0,12.5,18.3,117.9
2022-23,NBA,116.8,116.7,No,364,DAL,38.0,44.0,3.0,27.8,6-6,215.0,82.0,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2
2021-22,NBA,112.8,109.4,Yes,365,DAL,52.0,30.0,2.0,26.7,6-6,218.0,82.0,240.9,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0
2020-21,NBA,115.4,113.0,Yes,366,DAL,42.0,30.0,1.0,26.3,6-7,219.0,72.0,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4
2019-20,NBA,116.7,111.7,Yes,367,DAL,43.0,32.0,2.0,26.1,6-6,217.0,75.0,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0
2018-19,NBA,109.4,110.7,No,368,DAL,33.0,49.0,5.0,26.9,6-6,222.0,82.0,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9
2017-18,NBA,106.3,109.5,No,369,DAL,24.0,58.0,4.0,27.7,6-6,213.0,82.0,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3
2016-17,NBA,105.6,108.8,No,370,DAL,33.0,49.0,5.0,27.6,6-6,214.0,82.0,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9
2015-16,NBA,106.7,107.0,Yes,371,DAL,42.0,40.0,2.0,30.3,6-6,223.0,82.0,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3
2014-15,NBA,109.5,106.4,Yes,372,DAL,50.0,32.0,4.0,29.9,6-6,207.0,82.0,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2
2013-14,NBA,111.2,108.7,Yes,373,DAL,49.0,33.0,4.0,30.6,6-6,216.0,82.0,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8
2012-13,NBA,105.9,106.5,No,374,DAL,41.0,41.0,4.0,29.5,6-6,218.0,82.0,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1
2011-12,NBA,103.3,102.3,Yes,375,DAL,36.0,30.0,3.0,31.3,6-6,213.0,66.0,243.4,36.3,82.0,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,95.8
2010-11,NBA,109.7,105.0,Yes,376,DAL,57.0,25.0,2.0,30.9,6-6,214.0,82.0,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2
2009-10,NBA,109.2,106.3,Yes,377,DAL,55.0,27.0,1.0,30.7,6-6,214.0,82.0,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0
2008-09,NBA,110.5,108.4,Yes,378,DAL,50.0,32.0,3.0,29.0,6-6,217.0,82.0,241.5,38.1,82.6,0.462,7.0,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7
2007-08,NBA,111.1,106.1,Yes,379,DAL,51.0,31.0,4.0,28.9,6-7,219.0,82.0,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4
2006-07,NBA,111.3,103.2,Yes,380,DAL,67.0,15.0,1.0,28.1,6-7,220.0,82.0,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,41.9,19.9,6.8,5.0,13.9,22.4,100.0
2005-06,NBA,111.8,105.0,Yes,381,DAL,60.0,22.0,2.0,27.5,6-7,220.0,82.0,242.4,36.0,77.7,0.462,5.1,13.6,0.374,30.9,64.2,0.481,22.2,28.3,0.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1
2004-05,NBA,110.3,104.1,Yes,382,DAL,58.0,24.0,2.0,27.7,6-7,216.0,82.0,240.6,37.3,81.6,0.457,5.6,15.5,0.364,31.6,66.1,0.479,22.3,28.2,0.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5
2003-04,NBA,112.1,107.4,Yes,383,DAL,52.0,30.0,3.0,27.4,6-7,218.0,82.0,241.5,40.5,88.2,0.459,6.2,17.8,0.348,34.3,70.4,0.488,18.0,22.6,0.796,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6,105.2
2002-03,NBA,110.7,102.3,Yes,384,DAL,60.0,22.0,2.0,28.1,6-7,216.0,82.0,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0
2001-02,NBA,112.2,107.7,Yes,385,DAL,57.0,25.0,2.0,27.6,6-7,218.0,82.0,242.4,39.0,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2
2000-01,NBA,107.1,102.6,Yes,386,DAL,53.0,29.0,3.0,26.6,6-7,215.0,82.0,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5
1999-00,NBA,106.6,107.2,No,387,DAL,40.0,42.0,4.0,26.3,6-7,213.0,82.0,240.6,39.0,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4
1998-99,NBA,102.3,104.9,No,388,DAL,19.0,31.0,5.0,26.1,6-8,218.0,50.0,241.5,35.0,80.7,0.434,4.0,11.9,0.339,30.9,68.8,0.45,17.6,24.2,0.728,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3,91.6
1997-98,NBA,100.5,107.2,No,389,DAL,20.0,62.0,5.0,26.3,6-7,216.0,82.0,242.7,35.1,82.4,0.427,5.1,14.4,0.357,30.0,67.9,0.442,16.0,21.2,0.753,12.3,27.8,40.1,18.7,7.9,5.7,14.4,20.0,91.4
1996-97,NBA,101.1,108.2,No,390,DAL,24.0,58.0,4.0,27.1,6-7,219.0,82.0,241.5,34.3,78.7,0.436,5.2,16.0,0.327,29.1,62.6,0.464,16.8,23.4,0.717,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9,90.6
1995-96,NBA,106.1,111.2,No,391,DAL,26.0,56.0,6.0,25.1,6-6,216.0,82.0,243.0,38.1,90.6,0.42,9.0,24.9,0.36,29.1,65.8,0.443,17.4,24.1,0.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5
1994-95,NBA,107.6,110.6,No,392,DAL,36.0,46.0,5.0,24.3,6-7,217.0,82.0,243.0,39.4,89.5,0.44,4.7,14.6,0.322,34.6,74.9,0.463,19.8,27.0,0.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2
1993-94,NBA,100.4,109.6,No,393,DAL,13.0,69.0,6.0,25.3,6-7,219.0,82.0,240.6,37.3,86.2,0.432,2.9,9.4,0.312,34.3,76.8,0.447,17.7,23.7,0.747,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5,95.1
1992-93,NBA,99.5,114.7,No,394,DAL,11.0,71.0,6.0,24.9,6-6,213.0,82.0,240.6,38.6,88.7,0.435,3.5,10.2,0.338,35.1,78.5,0.448,18.7,26.5,0.705,15.0,27.6,42.7,20.5,7.9,4.3,17.8,28.1,99.3
1991-92,NBA,103.0,111.1,No,395,DAL,22.0,60.0,5.0,28.2,6-7,212.0,82.0,240.9,38.0,86.6,0.439,3.3,9.7,0.336,34.8,76.9,0.452,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6
1990-91,NBA,105.5,110.3,No,396,DAL,28.0,54.0,6.0,30.6,6-7,216.0,82.0,241.5,39.6,84.0,0.471,2.4,7.3,0.322,37.2,76.7,0.485,18.4,24.2,0.761,12.0,28.8,40.8,22.2,7.1,4.8,14.5,22.4,99.9
1989-90,NBA,107.2,107.2,Yes,397,DAL,47.0,35.0,3.0,29.2,6-7,219.0,82.0,242.1,39.6,83.3,0.475,1.9,5.9,0.323,37.7,77.4,0.487,21.2,27.6,0.767,12.7,29.5,42.2,21.7,8.1,4.9,15.0,21.1,102.2
1988-89,NBA,107.4,108.6,No,398,DAL,38.0,44.0,4.0,28.5,6-7,216.0,82.0,241.2,39.6,84.4,0.469,2.6,8.3,0.31,37.0,76.0,0.486,21.8,27.6,0.789,12.8,29.2,42.0,22.8,7.1,5.8,15.0,21.2,103.5
1987-88,NBA,112.2,107.7,Yes,399,DAL,53.0,29.0,2.0,27.0,6-7,220.0,82.0,240.9,41.6,87.7,0.475,1.9,6.4,0.293,39.7,81.3,0.489,24.1,30.6,0.789,16.4,30.4,46.8,24.2,7.9,5.4,15.3,21.1,109.3
1986-87,NBA,114.9,108.7,Yes,400,DAL,55.0,27.0,1.0,26.4,6-7,220.0,82.0,242.4,43.8,89.9,0.487,2.8,8.0,0.354,41.0,82.0,0.5,26.2,33.1,0.791,14.9,30.4,45.3,24.6,8.4,5.2,14.7,22.8,116.7
1985-86,NBA,112.1,111.0,Yes,401,DAL,44.0,38.0,3.0,25.8,6-7,218.0,82.0,241.5,44.3,88.5,0.501,1.7,5.4,0.316,42.6,83.0,0.513,25.0,32.2,0.776,12.9,29.9,42.8,25.7,7.4,4.5,15.7,21.1,115.3
1984-85,NBA,111.5,109.3,Yes,402,DAL,44.0,38.0,3.0,25.0,6-6,210.0,82.0,242.1,43.4,88.8,0.489,1.9,5.4,0.343,41.6,83.4,0.498,22.5,28.3,0.793,13.4,28.6,42.0,26.2,7.0,4.1,14.4,21.9,111.2
1983-84,NBA,110.0,109.6,Yes,403,DAL,43.0,39.0,2.0,24.7,6-6,209.0,82.0,243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86.0,0.507,21.6,28.7,0.755,13.3,27.6,40.9,26.4,7.1,4.4,15.9,23.2,110.4
1982-83,NBA,109.4,109.8,No,404,DAL,38.0,44.0,4.0,24.2,6-6,208.0,82.0,240.6,44.8,92.1,0.487,0.5,2.3,0.232,44.3,89.8,0.493,22.6,30.0,0.752,15.8,29.0,44.8,27.2,6.7,4.2,16.4,25.2,112.7
1981-82,NBA,105.9,110.4,No,405,DAL,28.0,54.0,5.0,24.4,6-6,206.0,82.0,240.6,41.3,88.1,0.469,0.7,2.3,0.289,40.7,85.8,0.474,21.2,28.9,0.735,14.8,27.2,42.0,25.8,6.9,3.8,16.1,26.7,104.6
1980-81,NBA,102.4,110.8,No,406,DAL,15.0,67.0,6.0,24.8,6-6,204.0,82.0,241.2,39.1,84.5,0.462,0.6,2.0,0.279,38.5,82.5,0.467,22.8,30.3,0.751,13.5,26.5,40.1,24.2,6.8,2.6,17.5,24.5,101.5
2024-25,NBA,119.9,116.0,Yes,407,DEN,50.0,32.0,2.0,27.0,6-7,225.0,82.0,242.1,45.4,89.8,0.506,12.0,31.9,0.376,33.4,57.8,0.578,17.9,23.3,0.77,11.2,34.5,45.7,31.0,8.0,4.9,14.3,17.6,120.8
2023-24,NBA,118.5,113.0,Yes,408,DEN,57.0,25.0,2.0,27.1,6-7,224.0,82.0,240.3,44.0,88.8,0.496,11.7,31.2,0.374,32.3,57.5,0.562,15.1,19.9,0.762,10.7,33.7,44.4,29.5,7.1,5.6,12.6,18.2,114.9
2022-23,NBA,117.6,114.2,Yes,409,DEN,53.0,29.0,1.0,26.6,6-6,225.0,82.0,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8
2021-22,NBA,114.5,112.1,Yes,410,DEN,48.0,34.0,2.0,27.7,6-5,217.0,82.0,241.5,41.7,86.3,0.483,12.7,35.9,0.353,29.0,50.4,0.575,16.7,21.0,0.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,112.7
2020-21,NBA,117.1,112.1,Yes,411,DEN,47.0,25.0,2.0,26.1,6-6,222.0,72.0,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1
2019-20,NBA,113.1,111.0,Yes,412,DEN,46.0,27.0,1.0,25.6,6-6,221.0,73.0,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3
2018-19,NBA,113.0,108.9,Yes,413,DEN,54.0,28.0,1.0,24.9,6-6,224.0,82.0,240.6,41.9,90.0,0.466,11.0,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20.0,110.7
2017-18,NBA,112.5,111.0,No,414,DEN,46.0,36.0,5.0,25.1,6-7,218.0,82.0,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0
2016-17,NBA,113.2,112.7,No,415,DEN,40.0,42.0,4.0,25.2,6-6,218.0,82.0,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7
2015-16,NBA,105.6,108.9,No,416,DEN,33.0,49.0,4.0,24.7,6-6,215.0,82.0,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9
2014-15,NBA,104.5,108.2,No,417,DEN,30.0,52.0,4.0,26.4,6-6,219.0,82.0,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5
2013-14,NBA,106.0,108.2,No,418,DEN,36.0,46.0,4.0,26.0,6-6,214.0,82.0,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4
2012-13,NBA,110.4,105.1,Yes,419,DEN,57.0,25.0,2.0,26.1,6-7,216.0,82.0,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1
2011-12,NBA,109.2,106.2,Yes,420,DEN,38.0,28.0,2.0,26.6,6-6,218.0,66.0,243.0,39.0,81.9,0.476,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,104.1
2010-11,NBA,112.3,107.3,Yes,421,DEN,50.0,32.0,2.0,27.3,6-6,224.0,82.0,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5
2009-10,NBA,111.8,107.5,Yes,422,DEN,53.0,29.0,1.0,27.7,6-6,225.0,82.0,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,106.5
2008-09,NBA,110.4,106.8,Yes,423,DEN,54.0,28.0,1.0,27.7,6-6,224.0,82.0,240.6,37.3,79.4,0.47,6.7,18.0,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3
2007-08,NBA,110.0,106.3,Yes,424,DEN,50.0,32.0,2.0,28.5,6-6,214.0,82.0,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,66.3,0.504,23.1,30.7,0.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7
